uid,register_date,first_order_date,gender,city,province,country,order_count,total_amount,last_order_date
28661,2017-01-16,2017-01-25,男,增城,广东,CN,27,28222,2018-11-17
18370,2016-05-08,2016-05-14,男,广州,广东,CN,13,22484,2019-03-25
29331,2010-10-05,2014-01-22,女,广州,广东,CN,19,30284,2019-03-31
61575,2014-10-31,2014-11-03,男,沈阳,辽宁,CN,20,26921,2019-02-22
32635,2016-12-26,2016-12-26,男,郑州,河南,CN,19,22819,2019-02-16
52009,2017-09-20,2017-09-20,女,广州,广东,CN,16,24272,2018-12-17
1059,2012-03-05,2016-11-03,男,.,北京,CN,13,15425,2019-03-25
13774,2015-09-15,2015-11-21,男,北京,北京,CN,8,13660,2019-01-12
61328,2018-01-20,2018-01-20,男,昆明,云南,CN,16,27559,2019-03-28
25098,2017-08-25,2017-09-29,男,武汉,湖北,CN,27,22844,2019-03-30
2369,2010-11-01,2010-11-19,男,海口,海南,CN,13,18098,2019-03-17
23423,2016-06-13,2016-06-13,男,扬中,江苏,CN,14,22297,2019-01-17
2456,2012-05-30,2012-07-04,男,武汉,湖北,CN,30,25793,2019-03-27
8555,2011-11-06,2011-11-06,男,沈阳,辽宁,CN,23,28397,2018-10-17
15931,2017-07-15,2017-07-15,男,上海,上海,CN,18,23628,2019-03-28
39004,2013-03-06,2015-04-21,男,福州,福建,CN,16,26992,2018-11-12
21631,2014-07-30,2014-07-30,男,上海,上海,CN,20,25617,2019-03-27
47516,2012-08-26,2012-11-06,男,,,JP,12,23251,2019-03-19
6739,2017-09-21,2017-10-03,女,郑州,河南,CN,19,15147,2019-03-10
38367,2012-04-17,2012-08-06,男,上海,上海,CN,19,24745,2019-03-12
29117,2010-03-12,2013-04-11,男,,,CN,13,25662,2018-10-24
44710,2012-03-05,2012-03-05,男,长春,吉林,CN,16,21076,2019-03-21
32796,2016-11-26,2016-11-26,男,天津,天津,CN,9,18075,2019-01-23
39580,2013-11-15,2015-04-28,女,深圳,广东,CN,22,24783,2019-03-05
21489,2013-09-26,2014-12-25,男,北京,北京,CN,20,23748,2019-03-21
31870,2015-11-01,2015-11-01,男,广州,广东,CN,24,24266,2019-03-28
19411,2012-10-10,2012-10-13,女,广州,广东,CN,16,29093,2018-11-14
4606,2015-04-05,2015-04-05,男,广州,广东,CN,23,25193,2018-12-16
52858,2015-09-15,2016-01-15,男,南宁,广西,CN,19,18327,2019-02-17
26450,2015-10-24,2015-10-28,男,武汉,湖北,CN,22,27164,2019-03-20
60149,2016-12-01,2017-01-04,男,沈阳,辽宁,CN,30,22148,2019-03-17
3025,2013-02-07,2015-03-25,男,广州,广东,CN,24,26018,2019-03-31
21739,2014-10-13,2014-10-13,男,SAYAMA,SAITAMA,JP,23,20950,2019-03-03
32206,2017-04-26,2017-06-12,男,汕头,广东,CN,25,25481,2019-03-11
7196,2018-02-07,2018-03-09,男,上海,上海,CN,25,22130,2019-03-29
48418,2013-07-14,2018-10-25,男,三亚,海南,CN,14,25602,2019-02-14
21527,2013-08-22,2013-11-15,男,郑州,河南,CN,25,21955,2019-01-10
54278,2016-02-18,2016-04-02,男,广州,广东,CN,25,29838,2019-03-20
62916,2012-01-02,2012-04-03,男,乌鲁木齐市,新疆,CN,16,30231,2018-12-25
43474,2018-02-06,2018-02-06,男,浙江省,浙江省,CN,19,27225,2019-03-01
22309,2014-11-10,2014-11-10,男,广州,广东,CN,27,27378,2019-03-28
20998,2012-12-21,2012-12-21,男,北京,北京,CN,36,23234,2019-03-07
47244,2010-05-04,2010-06-15,男,,,CA,19,24060,2019-02-06
55209,2012-03-23,2012-05-20,男,郑州,河南,CN,26,27937,2019-03-30
36407,2017-07-31,2017-10-30,男,广州,广东,CN,19,25581,2019-03-30
43613,2018-03-29,2018-03-29,男,沈阳,辽宁,CN,10,12886,2019-03-28
3232,2013-04-14,2017-07-24,男,唐山,河北,CN,12,23263,2019-03-17
17048,2017-08-10,2017-08-10,男,沈阳,辽宁,CN,30,22554,2019-03-06
37128,2012-04-22,2013-10-13,男,上海,上海,CN,11,25903,2018-12-15
3199,2013-04-28,2013-04-28,男,广州,广东,CN,20,24555,2019-03-07
667,2011-03-29,2011-03-29,女,广州,广东,CN,34,28119,2019-03-26
3556,2014-08-28,2014-09-11,男,沈阳,辽宁,CN,29,19751,2019-03-31
29016,2018-03-26,2018-04-06,男,广州,广东,CN,35,31334,2019-03-13
55584,2016-03-15,2016-05-04,女,广州,广东,CN,19,27962,2018-12-30
32494,2016-08-06,2016-12-11,男,SYDENY,NSW,AU,5,27584,2018-11-27
36983,2011-12-19,2012-02-19,男,上海,上海,CN,10,19886,2019-03-14
7396,2018-03-26,2018-03-26,女,珠海,广东,CN,15,33187,2019-01-15
1607,2016-12-18,2017-01-03,男,西宁,青海,CN,13,24572,2019-03-29
10765,2017-09-01,2017-11-27,女,Sydney,NSW,AU,3,22783,2019-02-08
24973,2017-07-15,2017-07-15,男,北京,北京,CN,13,24639,2018-11-24
22144,2014-06-13,2017-04-26,男,广州,广东,CN,9,25951,2018-12-21
31293,2016-05-29,2016-09-18,男,广州,广东,CN,15,23796,2019-03-11
1832,2017-10-26,2018-07-28,男,ROIWAND HEIGHTS,CALIFORNIA,US,2,24464,2018-08-15
55918,2017-10-26,2018-07-28,女,ROWLAND HEIGHTS,CALIFORNIA,US,2,24464,2018-08-15
58478,2015-02-08,2015-02-08,男,广州,广东,CN,13,23086,2019-03-14
60757,2017-07-18,2017-10-24,女,深圳市,广东,CN,20,30195,2019-03-06
45663,2011-03-14,2011-03-14,男,北京,北京,CN,9,12186,2018-11-23
39438,2013-08-15,2013-08-15,男,天津,天津,CN,22,22845,2018-12-10
11962,2013-08-18,2014-05-31,男,花都,广东,CN,26,20563,2019-02-19
54291,2016-05-08,2016-06-13,女,广州,广东,CN,17,26658,2019-03-03
36936,2011-11-23,2016-05-14,男,顺德,广东,CN,23,25345,2019-01-18
39757,2013-10-29,2014-10-07,男,广州,广东,CN,23,21858,2019-03-31
59891,2016-10-22,2016-10-22,男,青岛,山东,CN,26,25046,2018-11-26
10044,2012-02-27,2012-05-10,女,HK,HK,HK,28,23468,2019-02-15
19903,2017-08-08,2017-08-11,男,番禺,广东,CN,25,36887,2019-01-15
5836,2017-03-17,2017-03-17,男,南阳,河南,CN,20,20265,2019-03-28
34719,2015-04-22,2015-04-24,男,长春,吉林,CN,9,20276,2019-03-06
42297,2016-12-30,2016-12-30,男,,,HK,10,22704,2019-01-24
33602,2017-05-25,2017-05-25,女,北京,北京,CN,9,21540,2019-03-19
46255,2012-06-07,2013-10-05,男,上海,上海,CN,11,14549,2019-03-29
49789,2015-09-15,2015-09-15,女,SAN GABRIEL,CA,US,4,25224,2018-08-17
49266,2014-08-02,2016-09-16,男,义乌,浙江,CN,16,23882,2019-03-17
59484,2016-04-02,2016-04-20,男,广州,广东,CN,23,28147,2019-02-19
36753,2011-06-30,2013-12-18,男,南宁,广西,CN,20,36097,2019-02-27
2746,2012-09-17,2013-01-19,女,SYDNEY,N.S.W,AU,3,22752,2019-03-28
9772,2011-06-22,2011-06-22,男,广州,广东,CN,23,26420,2019-03-26
38769,2012-10-25,2018-09-16,女,广州,广东　,CN,7,22747,2019-02-16
52752,2015-02-06,2015-05-23,男,青岛,山东,CN,16,30105,2018-10-31
2064,2010-01-24,2010-03-16,男,,,SG,18,24551,2019-03-04
2062,2010-01-22,2010-04-20,男,广州市,广东,CN,21,23078,2018-05-24
56479,2012-11-08,2013-01-09,男,北京,北京,CN,12,18688,2018-04-09
24700,2017-05-13,2017-06-07,男,上海,上海,CN,21,23491,2019-03-19
35500,2011-04-18,2011-04-19,男,沈阳市,辽宁,CN,18,33521,2018-09-05
12974,2014-09-24,2014-09-24,男,深圳,广东,CN,21,24619,2019-01-02
24542,2017-05-09,2017-05-09,男,上海,-,CN,19,22850,2019-02-16
7611,2014-12-26,2014-12-26,男,吉林,吉林,CN,17,27919,2018-10-21
11913,2013-05-26,2013-05-26,女,深圳,广东,CN,11,20913,2018-10-22
670,2011-04-07,2011-04-07,女,北京,北京,CN,15,25176,2018-11-29
50002,2016-03-10,2016-03-10,男,东莞,广东,CN,24,35717,2018-10-08
53169,2016-08-04,2016-09-14,女,哈尔滨,黑龙江,CN,17,36438,2019-03-28
45632,2011-03-04,2011-07-06,男,广州,广东,CN,24,28610,2019-02-27
61089,2017-12-04,2017-12-04,男,西宁,青海,CN,12,20301,2019-01-30
40230,2014-08-19,2014-08-19,男,大连,辽宁省,CN,28,23185,2019-01-24
53060,2017-09-01,2017-09-20,男,沈阳市,辽宁省,CN,8,21368,2019-02-21
13874,2016-03-16,2016-03-16,男,哈尔滨,黑龙江,CN,15,27776,2018-12-21
25575,2018-03-27,2018-04-09,男,青岛,山东,CN,15,26942,2019-03-27
23314,2016-03-20,2016-04-09,男,广州,广东,CN,19,21208,2019-01-14
10691,2017-05-18,2017-06-22,男,深圳,广东,CN,18,25296,2019-01-15
5504,2017-02-07,2017-02-07,女,。,北京,CN,37,21423,2018-08-29
39474,2013-07-15,2013-09-19,男,,,HK,17,24098,2019-03-24
62513,2010-11-12,2010-11-13,男,沈阳市,辽宁省,CN,19,31468,2019-02-15
688,2011-04-25,2011-04-25,男,北京,北京,CN,16,28617,2019-03-31
12928,2014-04-06,2014-04-06,男,北京,北京,CN,10,24213,2019-02-18
41872,2016-08-31,2016-09-01,男,广州,广东,CN,17,25441,2019-03-27
18685,2010-12-25,2011-07-16,男,汕头,广东,CN,24,28517,2019-01-13
27970,2011-11-05,2014-07-15,男,深圳,广东,CN,26,25614,2019-03-29
31255,2015-04-29,2015-04-29,男,嘉峪关,甘肃,CN,14,24309,2019-02-18
40841,2016-02-29,2016-02-29,男,南京,江苏,CN,26,26853,2018-12-26
38540,2012-10-06,2014-02-22,男,广州,广东,CN,32,21779,2019-03-23
34175,2017-12-10,2017-12-10,女,东莞,广东,CN,8,20620,2018-12-09
31885,2017-11-11,2017-11-11,男,牡丹江,黑龙江,CN,11,21187,2019-03-17
25839,2014-09-12,2014-09-12,女,长春,吉林,CN,16,24102,2019-01-25
58630,2015-04-06,2015-04-20,女,北京,北京,CN,14,24419,2018-10-07
14190,2017-05-08,2017-09-20,男,OSAKA-SHI,OSAKA-FU,JP,16,20779,2018-08-30
56304,2010-07-02,2010-07-02,男,广州,广东,CN,18,22011,2019-03-27
56081,2009-11-25,2010-05-08,男,珠海,广东,CN,21,30974,2019-01-27
43639,2014-03-18,2014-11-15,女,沈阳市,辽宁省,CN,20,36650,2018-12-26
23993,2017-02-18,2017-02-18,男,长春,吉林,CN,10,19643,2019-02-22
3777,2013-12-02,2015-11-16,男,南宁,广西,CN,16,20462,2018-09-29
49538,2015-08-10,2015-08-10,男,广州,广东,CN,16,31472,2019-02-26
55153,2012-02-22,2013-11-15,男,。,北京,CN,8,11944,2018-10-16
19074,2011-07-02,2011-07-02,男,北京,北京,CN,19,17817,2018-12-23
789,2011-08-02,2011-09-04,男,广州,广东,CN,17,22423,2019-03-17
40018,2014-01-07,2014-01-07,男,长春,吉林,CN,14,26141,2019-01-17
1532,2016-05-10,2016-05-24,男,广州,广东,CN,31,31414,2019-03-22
48801,2013-11-21,2013-11-21,男,北京,北京,CN,12,20459,2018-11-11
12635,2013-12-27,2013-12-30,男,武汉,湖北,CN,23,21937,2019-02-10
2734,2012-08-22,2017-06-20,男,北京,北京,CN,18,26911,2018-12-29
4567,2015-02-23,2015-02-23,男,上海,上海,CN,18,22558,2019-03-21
49823,2015-05-02,2015-05-03,男,大连,辽宁,CN,22,23406,2019-03-16
2327,2010-09-17,2010-11-19,男,番禺,广东,CN,17,29883,2019-03-22
51213,2017-02-09,2017-02-18,男,上海,上海,CN,26,23781,2019-01-06
10141,2012-05-19,2012-09-02,男,广州,广东,CN,15,19050,2018-12-06
26842,2013-11-26,2013-11-26,男,长春,吉林,CN,17,20698,2018-08-08
4688,2015-04-30,2015-04-30,男,上海,上海,CN,21,23094,2018-12-05
12065,2013-03-05,2013-03-10,男,佛山,广东,CN,14,25798,2019-03-12
34220,2018-01-24,2018-08-10,女,上海,上海,CN,16,22853,2018-12-21
6888,2017-08-11,2017-08-11,男,HK,.,HK,8,12186,2018-11-20
58466,2014-12-03,2014-12-03,男,广州,广东,CN,28,21312,2019-03-19
8294,2016-01-13,2016-01-26,男,乌鲁木齐,新疆,CN,13,23676,2019-03-27
17278,2014-07-11,2014-07-16,男,北京,北京,CN,19,25196,2019-03-23
37568,2016-07-29,2016-09-04,男,广州市,广东,CN,26,24281,2019-03-01
58444,2015-05-24,2015-05-24,女,深圳,广东,CN,25,19539,2019-03-11
52626,2015-06-26,2017-05-21,男,上海,,CN,22,26454,2019-03-27
43118,2018-01-22,2018-01-22,男,长春市,吉林,CN,17,23068,2019-03-18
44166,2017-08-30,2017-08-31,男,广州,广东,CN,12,24742,2019-01-11
30812,2016-06-02,2016-06-02,男,平顶山,河南,CN,20,21195,2018-10-30
12459,2013-12-14,2013-12-14,男,洛阳,河南,CN,24,24444,2019-03-31
48109,2013-03-20,2013-03-22,男,广州,广东,CN,22,26486,2018-12-19
43377,2017-12-28,2017-12-28,男,广州市,广东,CN,16,14338,2019-03-01
57588,2013-09-06,2013-10-25,男,上海市,上海,CN,15,18078,2019-03-19
48264,2015-07-08,2015-07-08,男,Moriyama-shi,Shiga-ken,JP,8,21731,2018-12-12
17339,2014-09-06,2014-09-06,男,乌鲁木齐,新疆,CN,9,26661,2018-11-24
51512,2017-09-14,2017-10-01,男,楚雄,云南,CN,14,21994,2019-01-04
18982,2011-09-02,2011-09-02,男,北京,北京,CN,18,21425,2018-10-30
29415,2012-04-11,2015-12-14,女,北京,北京,CN,15,23940,2019-01-15
42614,2017-09-01,2017-09-12,男,乌鲁木齐,新疆,CN,10,21605,2019-03-08
62335,2015-11-09,2016-01-06,男,库车,新疆,CN,14,27773,2018-08-06
49951,2016-05-29,2016-05-30,男,广州,广东,CN,20,24978,2018-06-14
39640,2013-10-10,2013-10-10,男,广州,广东,CN,14,22840,2018-07-16
36563,2011-01-19,2011-03-11,女,南京江宁,江苏,CN,23,29998,2019-03-26
56926,2012-11-19,2014-02-12,男,广州,广东,CN,17,23435,2018-12-15
26502,2016-06-14,2017-08-08,男,东营市,山东,CN,12,23278,2019-03-31
56171,2010-03-16,2010-04-25,男,广州,广东,CN,14,24250,2019-03-22
3393,2013-06-07,2013-07-12,男,上海,上海,CN,8,13368,2018-05-04
51072,2018-01-03,2018-01-03,女,沈阳市,辽宁省,CN,12,25282,2019-03-06
23853,2016-08-31,2016-08-31,男,佛山,广东,CN,26,18983,2019-02-26
24620,2017-07-21,2017-07-21,女,大连,辽宁,CN,23,22477,2019-03-02
33298,2017-04-06,2017-04-15,男,上海,上海,CN,20,25414,2019-01-06
54811,2011-06-03,2011-08-31,男,珠海,广东,CN,13,24526,2019-02-05
18137,2016-03-09,2016-04-13,男,广州,广东,CN,24,32846,2019-02-06
19226,2012-02-28,2015-01-12,女,广州,广东,CN,13,23701,2018-11-28
27119,2015-02-02,2015-02-20,女,广州市,广东,CN,12,26850,2018-10-31
47175,2010-03-05,2010-05-27,男,香港,`,HK,21,24730,2019-01-31
33795,2017-08-15,2017-08-15,女,长春,吉林,CN,6,27180,2018-08-22
2200,2010-04-01,2010-04-29,男,Singapore,Singapore,SG,11,24749,2019-01-08
48653,2015-01-04,2015-08-12,男,广州,广东,CN,26,21378,2018-09-26
21883,2014-02-17,2014-02-17,男,上海,上海,CN,19,21882,2019-03-08
30452,2013-08-28,2016-08-28,男,广州,广东,CN,25,28455,2019-03-27
16723,2014-11-20,2014-12-02,女,沈阳市,辽宁省,CN,18,24900,2018-12-11
57580,2013-08-21,2017-03-04,男,LOS ANGELES,CA,US,2,24464,2019-01-04
13839,2015-11-05,2015-11-28,男,北京,北京,CN,16,22645,2019-03-06
53609,2011-03-12,2011-03-12,男,沈阳市,辽宁省,CN,24,21224,2019-02-12
41311,2018-01-07,2018-02-10,男,南充,四川,CN,21,20284,2019-03-14
3851,2014-01-01,2014-07-29,男,牡丹江,黑龙江,CN,12,26856,2019-03-31
48154,2013-11-23,2013-11-23,女,广州,广东,CN,3,22810,2018-05-27
41793,2017-03-18,2017-03-18,男,深圳,广东,CN,14,23473,2019-03-13
20330,2010-06-30,2010-08-05,女,,,HK,14,23551,2019-03-31
45687,2011-04-16,2011-07-09,男,JAKARTA,DKI,ID,16,21304,2018-12-07
27022,2012-07-23,2013-07-28,男,乌鲁木齐市,新疆,CN,15,23365,2019-01-22
4248,2014-08-22,2016-10-25,女,,上海,CN,19,28289,2018-12-09
9709,2011-06-14,2011-06-14,男,广州,广东,CN,16,19350,2018-12-26
10795,2017-10-15,2018-02-11,男,上海,上海,CN,21,24946,2019-03-31
12627,2014-10-04,2014-10-09,男,武汉,湖北,CN,30,22953,2018-12-10
60846,2017-09-10,2017-09-22,男,大连,辽宁,CN,23,21676,2019-03-06
7705,2012-05-03,2012-05-03,男,长春,吉林,CN,17,27103,2019-03-20
17257,2018-02-03,2018-02-03,男,哈尔滨,黑龙江,CN,17,25795,2019-03-24
2022,2009-11-12,2009-11-13,女,广州市,广东省,CN,25,22455,2018-12-22
11021,2010-01-04,2010-04-05,女,广州,广东,CN,19,26117,2019-02-26
22900,2015-11-02,2016-01-17,男,深圳,广东,CN,19,25587,2018-12-11
44439,2016-03-20,2016-04-16,男,乌鲁木齐,新疆,CN,10,22041,2019-02-26
9805,2011-09-22,2012-02-05,男,北京,北京,CN,17,19221,2019-03-28
42534,2017-05-23,2017-05-23,男,乌鲁木齐,新疆,CN,10,21564,2019-01-22
25562,2018-03-02,2018-03-14,男,厦门,福建,CN,4,25598,2018-04-12
55332,2012-09-30,2015-09-29,女,郾城,河南,CN,21,20423,2019-03-14
37355,2014-08-16,2014-12-22,男,大连,辽宁,CN,18,23905,2019-03-08
9001,2015-01-26,2017-11-14,男,沈阳,辽宁,CN,15,19941,2019-02-12
33434,2017-05-25,2017-05-25,男,北京,北京,CN,16,33716,2019-02-18
19490,2014-08-03,2015-05-23,男,ATTOK,PUNJAH,PK,13,39727,2019-02-11
61448,2018-03-03,2018-03-03,男,西安,陕西,CN,43,25824,2019-03-26
10192,2012-06-19,2012-06-19,男,佛山,广东,CN,18,34011,2018-11-25
18075,2012-08-08,2012-08-08,男,喀什市,新疆,CN,14,29200,2019-03-05
62749,2013-11-22,2013-11-22,女,长春,吉林,CN,13,21094,2019-01-20
54295,2016-05-23,2016-06-01,男,沈阳市,,CN,17,25248,2018-06-20
55313,2012-07-25,2012-08-25,男,深圳,广东,CN,14,22106,2018-10-20
38798,2013-03-22,2013-03-22,男,信阳,河南,CN,25,21229,2019-03-11
56947,2012-12-05,2012-12-05,女,北京,北京,CN,22,17982,2018-11-02
7830,2016-09-07,2018-07-27,男,宝鸡,陕西,CN,15,26021,2019-02-18
55031,2011-11-30,2014-07-08,男,北京,北京,CN,15,19286,2018-12-28
54927,2011-09-23,2011-09-23,男,北京,北京,CN,19,22124,2018-12-17
14596,2017-02-14,2017-02-14,男,北京,北京,CN,15,20812,2019-03-30
34406,2017-12-01,2018-02-27,男,大连,辽宁,CN,24,20867,2018-09-19
23858,2016-09-10,2016-09-28,女,丹东,辽宁,CN,17,21336,2019-02-14
32337,2016-07-28,2016-07-28,男,.,北京,CN,19,20170,2019-03-07
29844,2012-12-19,2012-12-19,女,SYDNEY,,AU,3,22752,2018-09-14
43383,2018-01-10,2018-01-10,男,广州,广东,CN,22,28745,2019-03-18
55827,2017-07-05,2018-01-18,男,上海,上海,CN,8,12451,2018-07-07
59546,2016-07-12,2016-07-12,女,广州,广东,CN,15,23868,2019-03-27
31157,2014-08-25,2014-08-25,男,漳州,福建,CN,14,24946,2019-03-27
36920,2011-11-14,2012-01-13,男,深圳,广东,CN,32,38742,2019-01-31
5471,2016-05-23,2016-05-23,男,北京,北京,CN,13,22395,2018-12-07
14240,2016-03-14,2016-03-14,男,,,HK,16,28298,2019-03-25
16853,2015-08-31,2015-08-31,男,大连,辽宁,CN,18,25176,2019-01-27
33312,2017-03-14,2017-03-14,男,西宁,青海,CN,15,22838,2019-03-22
5809,2017-09-02,2017-09-02,男,大连,辽宁,CN,13,26307,2019-03-19
61786,2015-10-07,2015-12-03,男,大连,辽宁,CN,24,18240,2018-12-05
24447,2017-03-05,2017-03-09,男,乌鲁木齐,新疆,CN,9,23893,2019-02-25
56561,2012-05-08,2012-05-08,男,.,北京,CN,11,16907,2018-12-24
19425,2013-02-20,2013-05-15,男,,广州,CN,25,22516,2019-03-20
23931,2016-09-24,2016-09-24,女,深圳,广东,CN,21,32219,2019-03-19
28228,2012-05-25,2013-12-22,男,广州,广东,CN,10,27114,2019-03-16
5278,2016-06-29,2016-09-04,男,吉林,吉林,CN,11,18108,2018-04-13
45508,2017-12-26,2018-01-25,男,中山,广东,CN,23,28199,2019-03-23
12202,2013-07-10,2013-08-22,男,,上海,CN,7,12189,2018-12-04
8834,2011-03-28,2011-04-09,男,乌鲁木齐市,新疆,CN,8,22736,2019-03-02
34882,2017-04-16,2017-04-23,男,广州,广东,CN,20,24538,2018-11-03
22514,2015-01-04,2015-01-04,男,湛江,广东,CN,6,14140,2019-03-29
55084,2012-01-18,2012-04-24,男,,广东,CN,20,22438,2019-03-11
50883,2018-03-01,2018-03-09,男,北京,北京,CN,19,24088,2019-02-22
33063,2016-11-14,2016-11-21,男,高雄,台湾,TW,15,26462,2018-07-10
43337,2018-01-17,2018-02-10,男,伊宁市,新疆维吾尔,CN,27,26206,2019-03-14
793,2011-08-05,2011-08-05,女,广州,广东,CN,25,26553,2019-03-15
57993,2014-04-01,2014-04-01,男,哈尔滨市,黑龙江,CN,17,19911,2019-03-08
10397,2015-09-02,2015-09-02,女,北京,北京,CN,12,19087,2018-09-21
20244,2010-04-06,2010-06-17,男,,,,12,18837,2019-03-05
49556,2016-10-27,2018-03-15,男,深圳市,广东,CN,18,23352,2019-03-05
47532,2012-06-02,2012-06-02,女,深圳,广东,CN,19,21686,2018-09-25
59852,2017-01-17,2017-01-17,男,无锡,上海,CN,15,23231,2018-12-01
53234,2014-07-13,2014-07-13,男,哈尔滨,黑龙江,CN,9,17977,2019-03-19
13029,2017-09-15,2017-09-16,男,杭州,浙江,CN,7,23006,2019-03-08
31515,2015-05-01,2015-06-13,男,广州,广东,CN,17,26963,2019-03-11
61727,2015-03-13,2015-03-13,男,大连,辽宁,CN,20,26618,2018-12-07
23655,2016-05-26,2016-05-27,男,IBARAKI-SHI,OSAKA,JP,16,22063,2018-11-22
38996,2013-02-23,2013-03-01,男,广州,广东,CN,16,24145,2019-03-20
3015,2013-05-04,2013-05-04,男,BEXLEY,N S W,AU,6,25072,2018-07-30
6038,2016-11-15,2016-11-15,男,广州,广东,CN,24,28161,2019-03-24
23707,2016-10-20,2017-07-28,女,广州,广东,CN,3,22783,2019-02-22
48997,2014-01-11,2014-07-10,女,广州,广东,CN,3,22783,2019-02-24
41034,2015-12-11,2015-12-11,男,张家港,江苏,CN,17,20492,2019-03-31
52209,2017-12-22,2018-02-15,男,深圳,广东,CN,14,15630,2019-03-31
32821,2016-09-13,2016-10-16,男,广州,广东,CN,19,32199,2019-03-25
4050,2014-08-27,2014-11-20,男,,,HK,27,33331,2019-03-26
38180,2010-06-01,2010-06-28,男,,,HK,17,30938,2019-03-31
38418,2012-06-01,2017-05-30,女,广州,广东,CN,13,24276,2018-08-17
1038,2012-02-16,2018-01-17,男,常德,湖南,CN,21,22349,2019-03-31
6170,2017-02-21,2017-09-30,女,广州,广东,CN,10,15070,2018-12-22
44636,2012-02-04,2012-02-04,男,长春,吉林,CN,19,19534,2019-01-14
44718,2012-05-15,2012-05-15,女,大连,辽宁,CN,26,29493,2018-11-21
50842,2017-05-10,2017-05-11,女,大连,辽宁,CN,21,21318,2018-12-20
27903,2011-09-12,2011-09-12,男,北京,北京,CN,11,14541,2018-11-16
2532,2016-02-16,2016-04-10,男,上海,上海,CN,9,15439,2018-12-13
40444,2015-03-02,2015-03-15,男,广州,广东,CN,14,22646,2018-12-07
21365,2015-09-19,2015-09-19,男,NAGASAKI CITY,NAGASAKI-KEN,JP,18,24988,2019-01-05
59259,2016-04-01,2016-04-01,女,青岛,山东,CN,21,24916,2019-02-11
38439,2012-07-04,2012-09-30,女,广州,广东,CN,22,21892,2019-03-26
41869,2017-03-30,2017-03-30,男,哈尔滨,黑龙江,CN,19,23277,2019-01-28
22905,2016-07-05,2016-08-13,男,郑州,河南,CN,22,27770,2019-02-20
52806,2017-09-01,2017-09-01,女,Gwangjin-gu,Seoul,KR,11,25542,2019-03-26
36413,2017-08-14,2017-12-15,男,佛山,广东,CN,6,21502,2018-11-04
56203,2010-04-01,2010-05-04,男,深圳,广东,CN,14,29078,2018-10-08
49959,2017-12-30,2017-12-31,男,青岛,山东,CN,17,24583,2019-02-14
44930,2011-04-05,2012-03-31,男,乌鲁木齐市,新疆,CN,7,12778,2019-01-10
52634,2014-10-04,2014-10-27,男,大连,辽宁,CN,35,24676,2018-05-01
4417,2015-03-03,2015-04-26,男,北京,,CN,9,13247,2019-02-03
55271,2012-05-09,2012-07-09,男,香港,香港,CN,23,21831,2019-03-06
4245,2014-08-17,2014-08-17,男,广州市,广东省,CN,10,17193,2018-12-08
19162,2011-12-25,2017-08-11,男,北京,北京,CN,14,20030,2019-01-17
14259,2016-06-11,2016-06-11,男,成都,四川,CN,15,23855,2019-03-11
26741,2012-03-15,2012-03-16,男,,,CN,11,13036,2018-05-19
35614,2011-10-04,2011-10-04,男,长春,吉林,CN,21,22077,2019-03-11
40020,2014-04-14,2014-10-13,女,广州市,广东省,CN,17,27412,2018-10-27
51055,2017-08-23,2017-08-23,男,广州,广东,CN,20,26010,2018-11-21
61955,2017-03-03,2018-03-19,男,.,北京,CN,16,20839,2019-02-21
5850,2016-10-16,2016-10-17,女,广州,广东,CN,20,24117,2018-12-27
31869,2015-10-13,2016-01-09,男,北京,北京,CN,14,27538,2019-03-01
4639,2015-08-03,2015-08-10,男,,,CN,16,25107,2019-01-11
8136,2014-10-02,2016-02-20,男,哈市,黑龙江,CN,14,24066,2018-10-18
56031,2018-03-04,2018-05-29,男,北京,北京,CN,19,21259,2019-03-11
58788,2015-07-30,2015-07-30,男,上海市,上海市,CN,21,23681,2019-03-24
3029,2013-10-15,2013-10-20,女,广州,广东,CN,13,24209,2019-03-26
50172,2016-11-29,2016-11-29,男,OTSU,SHIGA,JP,8,22318,2019-03-26
15583,2017-06-13,2017-09-28,女,玉林,广西,CN,24,25613,2019-03-16
33435,2017-05-19,2017-05-19,女,乌鲁木齐,新疆,CN,11,24663,2019-02-05
12056,2013-03-03,2013-03-03,男,南海,广东,CN,39,25170,2019-03-31
45771,2011-06-25,2015-11-17,男,广州,广东,CN,19,25618,2019-02-11
31876,2015-12-30,2017-05-20,男,郑州,河南,CN,26,24538,2019-03-17
62769,2010-08-18,2010-08-18,男,哈尔滨,黑龙江,CN,18,37464,2019-01-19
24309,2016-12-26,2016-12-26,男,南京,江苏,CN,8,19847,2019-01-02
30426,2015-09-09,2015-09-09,男,成都,四川,CN,19,23196,2019-02-13
28177,2012-04-02,2012-04-02,男,北京,北京,CN,8,17132,2019-03-21
15697,2017-06-30,2017-11-20,男,.,北京,CN,13,19779,2019-01-14
54882,2011-09-05,2011-11-14,女,广州,广东,CN,19,21234,2018-08-12
18958,2011-08-23,2011-08-25,男,北京,北京,CN,23,24956,2019-01-24
25642,2018-01-30,2018-01-30,男,Goyang-si,Gyeonggi-do,KR,29,19384,2019-03-21
31974,2015-12-26,2016-01-06,男,广州,广东,CN,13,24912,2019-03-17
7970,2017-01-09,2018-09-12,男,沈阳市,辽宁省,CN,14,20941,2019-03-23
